2026-03-19 12:42:32,266 | __main__             | INFO     | Logging initialized. Log file: logs\ship_performance_20260319_124232.log
2026-03-19 12:42:32,267 | __main__             | INFO     | Processing Main Engine Excel file: C:\Users\GOKUL\Desktop\WORKPLACE\workplace\Aepms-backend\data\Engine_Performance_Data.xlsx
2026-03-19 12:42:32,268 | __main__             | INFO     | Configuration:
2026-03-19 12:42:32,268 | __main__             | INFO     |   Database: postgresql+psycopg2://gokul:****@localhost:5432/workplace_engine
2026-03-19 12:42:32,269 | __main__             | INFO     |   Log Level: INFO
2026-03-19 12:42:32,275 | __main__             | INFO     |   Data Directory: data
2026-03-19 12:42:32,275 | __main__             | INFO     | Validating Main Engine Excel file...
2026-03-19 12:42:32,277 | __main__             | INFO     | Excel file validated: C:\Users\GOKUL\Desktop\WORKPLACE\workplace\Aepms-backend\data\Engine_Performance_Data.xlsx (41,746 bytes)
2026-03-19 12:42:32,279 | __main__             | INFO     | Initializing database connection...
2026-03-19 12:42:32,805 | app.database         | INFO     | ✅ Database connection successful!
2026-03-19 12:42:32,806 | app.database         | INFO     | PostgreSQL version: PostgreSQL 17.6 on x86_64-windows, compiled by msvc-19.44.35217, 64-bit
2026-03-19 12:42:32,806 | app.database         | INFO     | Database: workplace_engine
2026-03-19 12:42:32,807 | app.database         | INFO     | User: gokul
2026-03-19 12:42:32,881 | app.database         | INFO     | ✅ All tables created successfully!
2026-03-19 12:42:33,021 | app.database         | INFO     | ✅ Migration applied: added column csr_power_kw to vessel_info
2026-03-19 12:42:33,024 | app.database         | INFO     | ✅ Migration applied: added comment for csr_power_kw
2026-03-19 12:42:33,025 | app.database         | INFO     | ✅ Migration applied: added column barred_speed_rpm_start to vessel_info
2026-03-19 12:42:33,026 | app.database         | INFO     | ✅ Migration applied: added comment for barred_speed_rpm_start
2026-03-19 12:42:33,027 | app.database         | INFO     | ✅ Migration applied: added column barred_speed_rpm_end to vessel_info
2026-03-19 12:42:33,028 | app.database         | INFO     | ✅ Migration applied: added comment for barred_speed_rpm_end
2026-03-19 12:42:33,062 | app.database         | INFO     | ✅ Migration applied: widened barometric_pressure_mmh2o to numeric(8,3)
2026-03-19 12:42:33,066 | app.database         | INFO     | ✅ Migration applied: added fo_consumption_mt_hr to monthly_report_header
2026-03-19 12:42:33,070 | app.database         | INFO     | ✅ Migration applied: added fuel_injection_pump_index_mm to monthly_report_header
2026-03-19 12:42:33,075 | app.database         | INFO     | ✅ Migration applied: added exh_temp_cylinder_outlet_ave_c to monthly_report_header
2026-03-19 12:42:33,078 | app.database         | INFO     | ✅ Migration applied: vessel_info.vessel_id set to NULLABLE
2026-03-19 12:42:33,080 | app.database         | INFO     | ✅ Migration applied: added permissions column to users
2026-03-19 12:42:33,084 | app.database         | INFO     | ✅ Migration applied: added password_hash column to users
2026-03-19 12:42:33,087 | app.database         | INFO     | ✅ Migration applied: added created_by column to users
