2026-03-19 12:42:45,850 | __main__             | INFO     | Logging initialized. Log file: logs\ship_performance_20260319_124245.log
2026-03-19 12:42:45,852 | __main__             | INFO     | Processing Main Engine Excel file: C:\Users\GOKUL\Desktop\WORKPLACE\workplace\Aepms-backend\data\Engine_Performance_Data.xlsx
2026-03-19 12:42:45,852 | __main__             | INFO     | Processing Auxiliary Engine Excel file: C:\Users\GOKUL\Desktop\WORKPLACE\workplace\Aepms-backend\data\ae_shop_trial.xlsx
2026-03-19 12:42:45,852 | __main__             | INFO     | Configuration:
2026-03-19 12:42:45,879 | __main__             | INFO     |   Database: postgresql+psycopg2://gokul:****@localhost:5432/workplace_engine
2026-03-19 12:42:45,880 | __main__             | INFO     |   Log Level: INFO
2026-03-19 12:42:45,881 | __main__             | INFO     |   Data Directory: data
2026-03-19 12:42:45,881 | __main__             | INFO     | Validating Main Engine Excel file...
2026-03-19 12:42:45,885 | __main__             | INFO     | Excel file validated: C:\Users\GOKUL\Desktop\WORKPLACE\workplace\Aepms-backend\data\Engine_Performance_Data.xlsx (41,746 bytes)
2026-03-19 12:42:45,886 | __main__             | INFO     | Validating Auxiliary Engine Excel file...
2026-03-19 12:42:45,890 | __main__             | INFO     | Excel file validated: C:\Users\GOKUL\Desktop\WORKPLACE\workplace\Aepms-backend\data\ae_shop_trial.xlsx (27,361 bytes)
2026-03-19 12:42:45,891 | __main__             | INFO     | Initializing database connection...
2026-03-19 12:42:46,405 | app.database         | INFO     | ✅ Database connection successful!
2026-03-19 12:42:46,406 | app.database         | INFO     | PostgreSQL version: PostgreSQL 17.6 on x86_64-windows, compiled by msvc-19.44.35217, 64-bit
2026-03-19 12:42:46,407 | app.database         | INFO     | Database: workplace_engine
2026-03-19 12:42:46,407 | app.database         | INFO     | User: gokul
2026-03-19 12:42:46,465 | app.database         | INFO     | ✅ All tables created successfully!
2026-03-19 12:42:46,616 | app.database         | INFO     | ✅ Migration applied: added column csr_power_kw to vessel_info
2026-03-19 12:42:46,618 | app.database         | INFO     | ✅ Migration applied: added comment for csr_power_kw
2026-03-19 12:42:46,620 | app.database         | INFO     | ✅ Migration applied: added column barred_speed_rpm_start to vessel_info
2026-03-19 12:42:46,622 | app.database         | INFO     | ✅ Migration applied: added comment for barred_speed_rpm_start
2026-03-19 12:42:46,625 | app.database         | INFO     | ✅ Migration applied: added column barred_speed_rpm_end to vessel_info
2026-03-19 12:42:46,627 | app.database         | INFO     | ✅ Migration applied: added comment for barred_speed_rpm_end
2026-03-19 12:42:46,665 | app.database         | INFO     | ✅ Migration applied: widened barometric_pressure_mmh2o to numeric(8,3)
2026-03-19 12:42:46,669 | app.database         | INFO     | ✅ Migration applied: added fo_consumption_mt_hr to monthly_report_header
2026-03-19 12:42:46,671 | app.database         | INFO     | ✅ Migration applied: added fuel_injection_pump_index_mm to monthly_report_header
2026-03-19 12:42:46,675 | app.database         | INFO     | ✅ Migration applied: added exh_temp_cylinder_outlet_ave_c to monthly_report_header
2026-03-19 12:42:46,678 | app.database         | INFO     | ✅ Migration applied: vessel_info.vessel_id set to NULLABLE
2026-03-19 12:42:46,681 | app.database         | INFO     | ✅ Migration applied: added permissions column to users
2026-03-19 12:42:46,685 | app.database         | INFO     | ✅ Migration applied: added password_hash column to users
2026-03-19 12:42:46,689 | app.database         | INFO     | ✅ Migration applied: added created_by column to users
2026-03-19 12:42:47,120 | app.database         | INFO     | 📊 Current table row counts:
2026-03-19 12:42:47,121 | app.database         | INFO     |   role_permissions: 3 rows
2026-03-19 12:42:47,122 | app.database         | INFO     |   me_normal_status: 0 rows
2026-03-19 12:42:47,123 | app.database         | INFO     |   me_warning_alert: 0 rows
2026-03-19 12:42:47,124 | app.database         | INFO     |   me_critical_alert: 0 rows
2026-03-19 12:42:47,125 | app.database         | INFO     |   organizations: 2 rows
2026-03-19 12:42:47,126 | app.database         | INFO     |   users: 0 rows
2026-03-19 12:42:47,126 | app.database         | INFO     |   vessel_info: 8 rows
2026-03-19 12:42:47,127 | app.database         | INFO     |   shop_trial_session: 8 rows
2026-03-19 12:42:47,128 | app.database         | INFO     |   monthly_report_header: 0 rows
2026-03-19 12:42:47,129 | app.database         | INFO     |   baseline_performance_data: 0 rows
2026-03-19 12:42:47,130 | app.database         | INFO     |   vessel_generator: 0 rows
2026-03-19 12:42:47,131 | app.database         | INFO     |   shop_trial_performance_data: 54 rows
2026-03-19 12:42:47,131 | app.database         | INFO     |   monthly_report_details_jsonb: 0 rows
2026-03-19 12:42:47,131 | app.database         | INFO     |   monthly_iso_performance_data: 0 rows
2026-03-19 12:42:47,132 | app.database         | INFO     |   me_alert_summary: 0 rows
2026-03-19 12:42:47,133 | app.database         | INFO     |   me_deviation_history: 0 rows
2026-03-19 12:42:47,133 | app.database         | INFO     |   generator_baseline_data: 0 rows
2026-03-19 12:42:47,135 | app.database         | INFO     |   generator_reference_curves: 0 rows
2026-03-19 12:42:47,136 | app.database         | INFO     |   generator_monthly_report_header: 0 rows
2026-03-19 12:42:47,137 | app.database         | INFO     |   generator_monthly_report_details_jsonb: 0 rows
2026-03-19 12:42:47,138 | app.database         | INFO     |   generator_performance_graph_data: 0 rows
2026-03-19 12:42:47,139 | app.database         | INFO     |   ae_normal_status: 0 rows
2026-03-19 12:42:47,140 | app.database         | INFO     |   ae_warning_alert: 0 rows
2026-03-19 12:42:47,140 | app.database         | INFO     |   ae_critical_alert: 0 rows
2026-03-19 12:42:47,141 | app.database         | INFO     |   ae_alert_summary: 0 rows
2026-03-19 12:42:47,142 | app.database         | INFO     |   ae_deviation_history: 0 rows
2026-03-19 12:42:47,143 | __main__             | INFO     | Extracting Main Engine data from Excel file...
2026-03-19 12:42:48,217 | app.excel_loader     | INFO     | Loaded Excel file with 5 sheets: ['vessel_info', 'shop_trial_session', 'shop_trial_performance_data', 'monthly_report_header', 'monthly_report_details_jsonb']
2026-03-19 12:42:48,218 | app.excel_loader     | INFO     | Processing sheet: vessel_info
2026-03-19 12:42:48,226 | app.excel_loader     | INFO     | Processing sheet: shop_trial_session
2026-03-19 12:42:48,238 | app.excel_loader     | INFO     | Processing sheet: shop_trial_performance_data
2026-03-19 12:42:48,348 | app.excel_loader     | INFO     | Processing sheet: monthly_report_header
2026-03-19 12:42:48,355 | app.excel_loader     | INFO     | Processing sheet: monthly_report_details_jsonb
2026-03-19 12:42:48,358 | app.excel_loader     | INFO     | Extraction summary: {'vessels': 8, 'sessions': 8, 'performance_data': 54, 'crank_deflections': 0, 'bearing_temperatures': 0, 'monthly_headers': 0, 'monthly_details': 0}
2026-03-19 12:42:48,359 | __main__             | INFO     | Main Engine data extraction summary:
2026-03-19 12:42:48,360 | __main__             | INFO     |   vessels: 8 records
2026-03-19 12:42:48,360 | __main__             | INFO     |   sessions: 8 records
2026-03-19 12:42:48,360 | __main__             | INFO     |   performance_data: 54 records
2026-03-19 12:42:48,361 | __main__             | INFO     |   crank_deflections: 0 records
2026-03-19 12:42:48,361 | __main__             | INFO     |   bearing_temperatures: 0 records
2026-03-19 12:42:48,362 | __main__             | INFO     |   monthly_headers: 0 records
2026-03-19 12:42:48,362 | __main__             | INFO     |   monthly_details: 0 records
2026-03-19 12:42:48,363 | __main__             | INFO     | Extracting Auxiliary Engine data from Excel file...
2026-03-19 12:42:48,382 | app.ae_excel_loader  | INFO     | Loaded AE Excel file: C:\Users\GOKUL\Desktop\WORKPLACE\workplace\Aepms-backend\data\ae_shop_trial.xlsx
2026-03-19 12:42:48,411 | app.ae_excel_loader  | INFO     | AE extraction: 18 generators, 90 baseline records
2026-03-19 12:42:48,412 | __main__             | INFO     | Auxiliary Engine data extraction summary:
2026-03-19 12:42:48,412 | __main__             | INFO     |   vessel_generators: 18 records
2026-03-19 12:42:48,413 | __main__             | INFO     |   generator_baseline_data: 90 records
2026-03-19 12:42:48,413 | __main__             | INFO     | Loading Main Engine data into PostgreSQL database...
2026-03-19 12:42:48,413 | app.data_loader      | INFO     | Starting optimized data loading process...
2026-03-19 12:42:48,414 | app.data_loader      | INFO     | Pre-loading existing data for efficient processing...
2026-03-19 12:42:48,430 | app.data_loader      | INFO     | Pre-loaded: 8 vessels, 8 sessions, 0 monthly headers
2026-03-19 12:42:48,430 | app.data_loader      | INFO     | Loading 8 vessels...
2026-03-19 12:42:48,433 | app.data_loader      | INFO     | Vessel loading completed: 0 inserted, 8 updated
2026-03-19 12:42:48,434 | app.data_loader      | INFO     | Loading 8 sessions...
2026-03-19 12:42:48,454 | app.data_loader      | INFO     | Session loading completed: 0 inserted, 8 updated
2026-03-19 12:42:48,454 | app.data_loader      | INFO     | Loading 54 performance records...
2026-03-19 12:42:48,605 | app.data_loader      | INFO     | Performance data loading completed: 0 inserted, 54 updated
2026-03-19 12:42:48,606 | app.data_loader      | INFO     | Optimized data loading completed successfully
2026-03-19 12:42:48,608 | __main__             | INFO     | Loading Auxiliary Engine data into PostgreSQL database...
2026-03-19 12:42:48,609 | app.ae_data_loader   | INFO     | Starting AE data loading...
2026-03-19 12:42:48,622 | app.ae_data_loader   | INFO     | Preloaded: 8 vessels, 0 generators, 0 baseline records
2026-03-19 12:42:48,623 | app.ae_data_loader   | INFO     | Loading 18 generators...
2026-03-19 12:42:48,642 | app.ae_data_loader   | INFO     | Generators loaded: 18 inserted, 0 updated
2026-03-19 12:42:48,647 | app.ae_data_loader   | INFO     | Loading 90 baseline records...
2026-03-19 12:42:48,695 | app.ae_data_loader   | INFO     | Baseline loaded: 90 inserted, 0 updated
2026-03-19 12:42:48,695 | app.ae_data_loader   | INFO     | AE data loading completed
2026-03-19 12:42:48,700 | __main__             | INFO     | Data loading pipeline completed successfully! Processed 178 records
