2025-10-26 14:51:19,125 | __main__             | INFO     | Logging initialized. Log file: logs\ship_performance_20251026_145119.log
2025-10-26 14:51:19,125 | __main__             | INFO     | Processing Main Engine Excel file: D:\Ozellar Project\Aepms-backend\iso-performance-backend\data\Engine_Performance_Data.xlsx
2025-10-26 14:51:19,126 | __main__             | INFO     | Configuration:
2025-10-26 14:51:19,126 | __main__             | INFO     |   Database: postgresql+psycopg2://aepms_deepa_login:****@20.244.0.96:5432/aepms_db
2025-10-26 14:51:19,126 | __main__             | INFO     |   Log Level: INFO
2025-10-26 14:51:19,126 | __main__             | INFO     |   Data Directory: data
2025-10-26 14:51:19,126 | __main__             | INFO     | Validating Main Engine Excel file...
2025-10-26 14:51:19,127 | __main__             | INFO     | Excel file validated: D:\Ozellar Project\Aepms-backend\iso-performance-backend\data\Engine_Performance_Data.xlsx (41,746 bytes)
2025-10-26 14:51:19,127 | __main__             | INFO     | Initializing database connection...
2025-10-26 14:51:24,246 | app.database         | INFO     | ✅ Database connection successful!
2025-10-26 14:51:24,247 | app.database         | INFO     | PostgreSQL version: PostgreSQL 16.10 (Ubuntu 16.10-0ubuntu0.24.04.1) on x86_64-pc-linux-gnu, compiled by gcc (Ubuntu 13.3.0-6ubuntu2~24.04) 13.3.0, 64-bit
2025-10-26 14:51:24,247 | app.database         | INFO     | Database: aepms_db
2025-10-26 14:51:24,248 | app.database         | INFO     | User: aepms_deepa_login
2025-10-26 14:51:30,399 | app.database         | INFO     | ✅ All tables created successfully!
2025-10-26 14:51:31,682 | app.database         | INFO     | ✅ Migration applied: added column csr_power_kw to vessel_info
2025-10-26 14:51:31,712 | app.database         | INFO     | ✅ Migration applied: added comment for csr_power_kw
2025-10-26 14:51:31,744 | app.database         | INFO     | ✅ Migration applied: added column barred_speed_rpm_start to vessel_info
2025-10-26 14:51:31,780 | app.database         | INFO     | ✅ Migration applied: added comment for barred_speed_rpm_start
2025-10-26 14:51:32,112 | app.database         | INFO     | ✅ Migration applied: added column barred_speed_rpm_end to vessel_info
2025-10-26 14:51:32,191 | app.database         | INFO     | ✅ Migration applied: added comment for barred_speed_rpm_end
2025-10-26 14:51:32,936 | app.database         | INFO     | ✅ Migration applied: widened barometric_pressure_mmh2o to numeric(8,3)
2025-10-26 14:51:33,198 | app.database         | INFO     | ✅ Migration applied: added fo_consumption_mt_hr to monthly_report_header
