2025-10-14 02:37:20,593 | __main__             | INFO     | Logging initialized. Log file: logs\ship_performance_20251014_023720.log
2025-10-14 02:37:20,594 | __main__             | INFO     | Processing Main Engine Excel file: D:\Ozellar Project\Aepms-backend\iso-performance-backend\Engine_Performance_Data.xlsx
2025-10-14 02:37:20,595 | __main__             | INFO     | Processing Auxiliary Engine Excel file: D:\Ozellar Project\Aepms-backend\iso-performance-backend\data\ae_shop_trial.xlsx
2025-10-14 02:37:20,596 | __main__             | INFO     | Configuration:
2025-10-14 02:37:20,596 | __main__             | INFO     |   Database: postgresql+psycopg2://aepms_deepa_login:****@20.244.0.96:5432/aepms_db
2025-10-14 02:37:20,597 | __main__             | INFO     |   Log Level: INFO
2025-10-14 02:37:20,597 | __main__             | INFO     |   Data Directory: data
2025-10-14 02:37:20,598 | __main__             | INFO     | Validating Main Engine Excel file...
2025-10-14 02:37:20,599 | __main__             | ERROR    | Excel file not found: D:\Ozellar Project\Aepms-backend\iso-performance-backend\Engine_Performance_Data.xlsx
2025-10-14 02:37:20,599 | __main__             | WARNING  | ME file invalid, continuing with AE data only
2025-10-14 02:37:20,600 | __main__             | INFO     | Validating Auxiliary Engine Excel file...
2025-10-14 02:37:20,601 | __main__             | INFO     | Excel file validated: D:\Ozellar Project\Aepms-backend\iso-performance-backend\data\ae_shop_trial.xlsx (22,978 bytes)
2025-10-14 02:37:20,601 | __main__             | INFO     | Initializing database connection...
2025-10-14 02:37:21,018 | app.database         | INFO     | ✅ Database connection successful!
2025-10-14 02:37:21,019 | app.database         | INFO     | PostgreSQL version: PostgreSQL 16.10 (Ubuntu 16.10-0ubuntu0.24.04.1) on x86_64-pc-linux-gnu, compiled by gcc (Ubuntu 13.3.0-6ubuntu2~24.04) 13.3.0, 64-bit
2025-10-14 02:37:21,019 | app.database         | INFO     | Database: aepms_db
2025-10-14 02:37:21,020 | app.database         | INFO     | User: aepms_deepa_login
2025-10-14 02:37:21,439 | app.database         | INFO     | ✅ All tables created successfully!
2025-10-14 02:37:21,691 | app.database         | INFO     | ✅ Migration applied: widened barometric_pressure_mmh2o to numeric(8,3)
2025-10-14 02:37:21,755 | app.database         | INFO     | ✅ Migration applied: added fo_consumption_mt_hr to monthly_report_header
2025-10-14 02:37:21,819 | app.database         | INFO     | ✅ Migration applied: added fuel_injection_pump_index_mm to monthly_report_header
2025-10-14 02:37:21,886 | app.database         | INFO     | ✅ Migration applied: added exh_temp_cylinder_outlet_ave_c to monthly_report_header
2025-10-14 02:37:21,956 | app.database         | INFO     | ✅ Migration applied: vessel_info.vessel_id set to NULLABLE
2025-10-14 02:37:22,022 | app.database         | INFO     | ✅ Migration applied: added permissions column to users
2025-10-14 02:37:22,089 | app.database         | INFO     | ✅ Migration applied: added password_hash column to users
2025-10-14 02:37:22,155 | app.database         | INFO     | ✅ Migration applied: added created_by column to users
2025-10-14 02:37:23,081 | app.database         | INFO     | 📊 Current table row counts:
2025-10-14 02:37:23,082 | app.database         | INFO     |   vessel_info: 8 rows
2025-10-14 02:37:23,083 | app.database         | INFO     |   shop_trial_session: 8 rows
2025-10-14 02:37:23,083 | app.database         | INFO     |   monthly_report_header: 0 rows
2025-10-14 02:37:23,083 | app.database         | INFO     |   baseline_performance_data: 0 rows
2025-10-14 02:37:23,084 | app.database         | INFO     |   shop_trial_performance_data: 54 rows
2025-10-14 02:37:23,085 | app.database         | INFO     |   monthly_report_details_jsonb: 0 rows
2025-10-14 02:37:23,085 | app.database         | INFO     |   monthly_iso_performance_data: 0 rows
