2025-10-11 16:35:23,687 | __main__             | INFO     | Logging initialized. Log file: logs\ship_performance_20251011_163523.log
2025-10-11 16:35:23,691 | __main__             | INFO     | Processing Main Engine Excel file: D:\Ozellar Project\Aepms-backend\iso-performance-backend\data\ae_shop_trial.xlsx
2025-10-11 16:35:23,692 | __main__             | INFO     | Configuration:
2025-10-11 16:35:23,692 | __main__             | INFO     |   Database: postgresql+psycopg2://Deepa:****@localhost:5432/Aepms_deepa_login
2025-10-11 16:35:23,693 | __main__             | INFO     |   Log Level: INFO
2025-10-11 16:35:23,694 | __main__             | INFO     |   Data Directory: data
2025-10-11 16:35:23,701 | __main__             | INFO     | Validating Main Engine Excel file...
2025-10-11 16:35:23,701 | __main__             | INFO     | Excel file validated: D:\Ozellar Project\Aepms-backend\iso-performance-backend\data\ae_shop_trial.xlsx (21,451 bytes)
2025-10-11 16:35:23,704 | __main__             | INFO     | Initializing database connection...
2025-10-11 16:35:23,837 | app.database         | INFO     | ✅ Database connection successful!
2025-10-11 16:35:23,837 | app.database         | INFO     | PostgreSQL version: PostgreSQL 16.10, compiled by Visual C++ build 1944, 64-bit
2025-10-11 16:35:23,837 | app.database         | INFO     | Database: Aepms_deepa_login
2025-10-11 16:35:23,838 | app.database         | INFO     | User: Deepa
2025-10-11 16:35:23,866 | app.database         | INFO     | ✅ All tables created successfully!
2025-10-11 16:35:23,970 | app.database         | INFO     | ✅ Migration applied: widened barometric_pressure_mmh2o to numeric(8,3)
2025-10-11 16:35:23,973 | app.database         | INFO     | ✅ Migration applied: added fo_consumption_mt_hr to monthly_report_header
2025-10-11 16:35:23,975 | app.database         | INFO     | ✅ Migration applied: added fuel_injection_pump_index_mm to monthly_report_header
2025-10-11 16:35:23,976 | app.database         | INFO     | ✅ Migration applied: added exh_temp_cylinder_outlet_ave_c to monthly_report_header
2025-10-11 16:35:23,978 | app.database         | INFO     | ✅ Migration applied: vessel_info.vessel_id set to NULLABLE
2025-10-11 16:35:23,981 | app.database         | INFO     | ✅ Migration applied: added permissions column to users
2025-10-11 16:35:23,984 | app.database         | INFO     | ✅ Migration applied: added password_hash column to users
2025-10-11 16:35:23,986 | app.database         | INFO     | ✅ Migration applied: added created_by column to users
2025-10-11 16:35:24,227 | app.database         | INFO     | 📊 Current table row counts:
2025-10-11 16:35:24,228 | app.database         | INFO     |   role_permissions: 4 rows
2025-10-11 16:35:24,228 | app.database         | INFO     |   vessel_info: 8 rows
2025-10-11 16:35:24,229 | app.database         | INFO     |   shop_trial_session: 8 rows
2025-10-11 16:35:24,229 | app.database         | INFO     |   monthly_report_header: 1 rows
2025-10-11 16:35:24,229 | app.database         | INFO     |   baseline_performance_data: 0 rows
2025-10-11 16:35:24,229 | app.database         | INFO     |   organizations: 2 rows
2025-10-11 16:35:24,230 | app.database         | INFO     |   users: 4 rows
2025-10-11 16:35:24,230 | app.database         | INFO     |   shop_trial_performance_data: 54 rows
2025-10-11 16:35:24,230 | app.database         | INFO     |   monthly_report_details_jsonb: 1 rows
2025-10-11 16:35:24,231 | app.database         | INFO     |   monthly_iso_performance_data: 1 rows
2025-10-11 16:35:24,231 | app.database         | INFO     |   vessel_generator: 0 rows
2025-10-11 16:35:24,231 | app.database         | INFO     |   generator_baseline_data: 0 rows
2025-10-11 16:35:24,231 | app.database         | INFO     |   generator_monthly_report_header: 0 rows
2025-10-11 16:35:24,231 | app.database         | INFO     |   generator_monthly_report_details_jsonb: 0 rows
2025-10-11 16:35:24,231 | app.database         | INFO     |   generator_performance_graph_data: 0 rows
2025-10-11 16:35:24,232 | __main__             | INFO     | Extracting Main Engine data from Excel file...
2025-10-11 16:35:24,818 | app.excel_loader     | INFO     | Loaded Excel file with 2 sheets: ['vessel_generators', 'generator_baseline_data']
2025-10-11 16:35:24,818 | app.excel_loader     | INFO     | Processing sheet: vessel_generators
2025-10-11 16:35:24,819 | app.excel_loader     | WARNING  | Unknown sheet type: vessel_generators
2025-10-11 16:35:24,819 | app.excel_loader     | INFO     | Processing sheet: generator_baseline_data
2025-10-11 16:35:24,819 | app.excel_loader     | WARNING  | Unknown sheet type: generator_baseline_data
2025-10-11 16:35:24,819 | app.excel_loader     | INFO     | Extraction summary: {'vessels': 0, 'sessions': 0, 'performance_data': 0, 'crank_deflections': 0, 'bearing_temperatures': 0, 'monthly_headers': 0, 'monthly_details': 0}
2025-10-11 16:35:24,820 | __main__             | INFO     | Main Engine data extraction summary:
2025-10-11 16:35:24,820 | __main__             | INFO     |   vessels: 0 records
2025-10-11 16:35:24,820 | __main__             | INFO     |   sessions: 0 records
2025-10-11 16:35:24,821 | __main__             | INFO     |   performance_data: 0 records
2025-10-11 16:35:24,821 | __main__             | INFO     |   crank_deflections: 0 records
2025-10-11 16:35:24,821 | __main__             | INFO     |   bearing_temperatures: 0 records
2025-10-11 16:35:24,822 | __main__             | INFO     |   monthly_headers: 0 records
2025-10-11 16:35:24,822 | __main__             | INFO     |   monthly_details: 0 records
2025-10-11 16:35:24,822 | __main__             | WARNING  | No Main Engine data was extracted from the Excel file
